date, pm25, pm10, o3, no2, co
2016/3/11, 232, 103, 117, 66, 
2016/3/12, 181, 87, 101, 52, 
2016/3/13, 136, 71, 92, 40, 
2016/3/14, 98, 73, 113, 56, 
2016/3/15, 109, 84, 158, 66, 
2016/3/16, 136, 78, 128, 29, 
2016/3/17, 114, 87, 104, 45, 
2016/3/18, 150, 103, 98, 68, 
2016/3/19, 201, 111, 62, 64, 
2016/3/20, 224, 115, 68, 57, 
2016/3/21, 240, 115, 98, 59, 
2016/3/22, 235, 118, 98, 82, 
2016/3/23, 247, 145, 96, 99, 
2016/3/24, 314, 135, 170, 80, 
2016/3/25, 279, 98, 182, 40, 
2016/3/26, 177, 95, 182, 40, 
2016/3/27, 159, 108, 131, 56, 
2016/3/28, 200, 105, 131, 87, 
2016/3/29, 188, 90, 179, 78, 
2016/3/30, 144, 86, 155, 62, 
2016/3/31, 133, 73, 104, 62, 
2015/10/1, 43, 263, 32, 40, 19
2015/10/2, 293, 150, 25, 34, 20
2015/10/3, 90, , 13, 33, 20
2015/10/5, 50, 55, 9, 61, 51
2015/10/6, 48, 65, 38, 66, 31
2015/10/7, 68, 83, 48, 67, 23
2015/10/8, 88, 89, 42, 58, 14
2015/10/9, 94, 73, 55, 35, 12
2015/10/10, 77, 48, 31, 28, 15
2015/10/11, 51, 49, 36, 38, 23
2015/10/12, 52, 66, 12, 57, 22
2015/10/13, 72, 72, 12, 59, 23
2015/10/14, 78, 89, 32, 58, 24
2015/10/15, 96, 87, 35, 62, 17
2015/10/16, 93, 97, 25, 62, 27
2015/10/17, 105, 107, 11, 64, 71
2015/10/18, 123, 94, 19, 64, 37
2015/10/19, 99, 95, 34, 62, 21
2015/10/20, 103, 97, 30, 63, 13
2015/10/21, 105, 105, 11, 66, 35
2015/10/22, 118, 93, 59, 54, 16
2015/10/23, 99, 85, 35, 48, 17
2015/10/24, 88, 80, 22, 42, 13
2015/10/25, 83, 87, 35, 49, 25
2015/10/26, 88, 98, 32, 61, 27
2015/10/27, 105, 116, 18, 72, 18
2015/10/28, 129, 91, 47, 56, 10
2015/10/29, 95, 86, 53, 69, 17
2015/10/30, 90, 109, 52, 72, 35
2015/10/31, 120, 138, 36, 78, 31
2015/11/1, 155, 133, 34, 74, 22
2015/11/2, 150, 93, 44, 73, 23
2015/11/3, 99, 88, 43, 63, 25
2015/11/4, 93, 92, 29, 64, 29
2015/11/5, 96, 91, 39, 59, 20
2015/11/6, 95, 96, 46, 75, 26
2015/11/7, 102, 111, 42, 85, 28
2015/11/8, 123, 127, 45, 84, 27
2015/11/9, 142, 155, 32, 93, 35
2015/11/10, 175, 197, 66, 99, 17
2015/11/11, 207, 206, 66, 101, 2
2015/11/12, 213, 236, 48, , 29
2015/11/13, 242, 236, 48, , 29
2015/11/14, 242, , , , 
2015/11/16, 154, 198, 56, 94, 40
2015/11/17, 185, 200, 48, 105, 38
2015/11/18, 191, 189, 40, 116, 33
2015/11/19, 172, 188, 27, 119, 27
2015/11/20, 170, 161, 21, 98, 35
2015/11/21, 140, 101, 51, 89, 50
2015/11/22, 85, 80, 66, 78, 46
2015/11/23, 63, 79, 20, 97, 51
2015/11/24, 64, 148, 30, 92, 63
2015/11/25, 130, 184, 101, 119, 23
2015/11/26, 161, 173, 32, 104, 11
2015/11/27, 147, 181, 46, 81, 20
2015/11/28, 163, 200, 18, 88, 26
2015/11/29, 195, 165, 25, 86, 25
2015/11/30, 143, 179, 19, 95, 34
2015/12/1, 155, 158, 36, 78, 32
2015/12/2, 138, 152, 29, 73, 21
2015/12/3, 131, 117, 45, 83, 16
2015/12/4, 94, 164, 9, 114, 30
2015/12/5, 141, 194, 40, 103, 37
2015/12/6, 188, 203, 30, 108, 33
2015/12/7, 195, 205, 39, 119, 43
2015/12/8, 200, 204, 72, 117, 40
2015/12/9, 200, 188, 124, 104, 24
2015/12/10, 175, 107, 94, 65, 17
2015/12/11, 83, 83, 46, 50, 12
2015/12/12, 64, , , , 
2015/12/14, 65, 101, 53, 75, 26
2015/12/15, 82, 124, 85, 80, 48
2015/12/16, 101, 87, 94, 58, 45
2015/12/17, 71, 132, 83, 92, 58
2015/12/18, 113, 201, 46, 119, 52
2015/12/19, 193, 180, 30, 96, 45
2015/12/20, 167, 99, 39, 56, 36
2015/12/21, 82, 79, 39, 52, 29
2015/12/22, 63, 83, 27, 71, 
2015/12/23, 68, 118, 30, 109, 56
2015/12/24, 138, 147, 8, 145, 66
2015/12/25, 248, 154, 47, 151, 43
2015/12/26, 271, 164, 37, 153, 40
2015/12/27, 303, 152, 80, 138, 54
2015/12/28, 283, 155, 82, 148, 107
2015/12/29, 283, , , , 
2015/7/10, 41, 47, 22, 21, 27
2015/7/11, 41, 66, 22, 22, 21
2015/7/12, 47, 66, 30, 23, 20
2015/7/13, 50, 66, 11, 22, 21
2015/7/14, 48, 68, 20, 21, 21
2015/7/15, 48, 73, 22, 21, 21
2015/7/16, 52, 75, 24, 22, 20
2015/7/17, 55, 73, 23, 21, 18
2015/7/18, 58, 70, 21, , 18
2015/7/19, 59, 52, 23, 20, 12
2015/7/20, 47, 44, 22, 22, 14
2015/7/21, 49, 44, 19, 23, 21
2015/7/22, 41, 51, 19, 22, 21
2015/7/23, 45, 48, 17, 23, 22
2015/7/24, 45, 48, 20, 22, 18
2015/7/25, 42, 53, 27, 20, 10
2015/7/26, 34, 55, 24, 20, 11
2015/7/27, 33, 48, 22, 22, 14
2015/7/28, 31, 58, 23, 21, 17
2015/7/29, 39, 42, 21, 22, 16
2015/7/30, 34, 41, 7, , 26
2015/7/31, 32, 41, 8, 21, 26
2015/8/1, 32, 48, 32, 20, 24
2015/8/2, 35, 52, 35, 20, 24
2015/8/3, 35, 54, 27, , 18
2015/8/4, 35, 56, 27, 20, 18
2015/8/5, 37, 50, 27, 20, 16
2015/8/6, 40, 48, 28, 20, 18
2015/8/7, 44, 47, 22, 21, 16
2015/8/8, 43, , , , 16
2015/8/24, 64, 47, 9, 22, 27
2015/8/25, 75, 47, 13, 23, 28
2015/8/26, 74, 45, 10, 22, 26
2015/8/27, 65, 40, 5, 23, 30
2015/8/28, 45, 42, 4, 24, 32
2015/8/29, 48, 42, , , 33
2015/8/30, 48, 43, 9, 22, 24
2015/8/31, 47, 44, 9, 22, 26
2015/9/1, 48, , , , 
2015/9/4, 47, 91, 28, 26, 33
2015/9/5, 63, 107, 28, 28, 39
2015/9/6, 68, , , , 
2015/9/8, 62, 62, 11, 27, 30
2015/9/9, 62, , , , 
2015/9/11, 92, 86, 19, 35, 32
2015/9/12, 93, , , , 
2015/9/14, 74, 78, 10, 27, 19
2015/9/15, 71, 81, 6, 28, 21
2015/9/16, 56, 81, 6, 28, 21
2015/9/17, 56, 63, 13, 22, 16
2015/9/18, 73, 63, 13, 22, 16
2015/9/19, 73, , , 23, 
2015/9/21, 70, 64, 6, 25, 17
2015/9/22, 74, 54, 14, 23, 15
2015/9/23, 62, 65, 9, , 13
2015/9/24, 55, 74, 13, 27, 14
2015/9/25, 84, , , , 
2015/9/28, 40, 37, 8, 32, 19
2015/9/29, 40, 212, 5, 44, 38
2015/9/30, 57, 212, 3, 61, 29
2020/8/17, , 27, 44, 21, 51
2020/3/31, , 56, 65, 11, 38
2019/12/31, , 96, 67, 105, 28
2019/12/1, , 141, 83, 108, 49
2018/12/31, , 190, 26, 284, 120
2018/4/15, , 87, 70, 45, 38
2018/4/22, , 90, 70, , 30
2017/12/31, , 111, 64, 96, 26
2017/11/5, , 113, 116, 81, 55
2017/7/10, , 53, 51, 25, 49
2017/7/23, , 40, 29, 20, 29
2017/7/30, , 40, , 21, 26
2017/9/10, , 54, 21, 20, 100
2017/2/6, , 118, 151, 85, 38
2016/10/26, , 117, 36, 77, 39
2016/12/12, , 159, 134, 160, 53
2016/7/5, , 25, 32, 23, 
2016/7/10, , 32, 48, 18, 
2016/7/17, , 56, 32, 22, 
2016/9/4, , 50, 36, 16, 
2016/5/29, , 33, 46, 18, 
2016/1/3, , 102, 55, 98, 39
2016/1/30, , 139, 104, 99, 
2015/10/4, , 54, 19, 50, 39
2015/11/15, , 177, 36, 88, 50
2015/12/13, , 81, 41, 58, 20
2015/7/9, , 43, 21, 21, 29
2015/8/13, , 50, 11, 22, 26
2015/8/14, , 51, 11, 21, 26
2015/8/15, , 51, , 21, 
2015/8/16, , 40, 35, 22, 22
2015/8/17, , 36, 33, 21, 22
2015/8/18, , 34, 31, 21, 24
2015/8/23, , 41, 10, 22, 26
2015/9/3, , 74, 22, 24, 30
2015/9/7, , 62, 11, 27, 30
2015/9/10, , 85, 20, 35, 31
2015/9/13, , 74, 16, 25, 26
2015/9/20, , 60, 8, 24, 17
2015/9/27, , 37, 8, 29, 19
2016/10/25, , , , 48, 
